Video Title,Notes,Image 1,Image 2,Image 3,image 4,Credit Image,MP3,Youtube tags,Data record number
Trio Conquistadores  - Despreciandote - Aero 118-B ,Title: Despreciandote ;Artist: Trio Conquistadores  ;Accompaniment: Con Sus Guitarras ;Record Label: Aero ;Matrix Number: AERO-118-B ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/despreciandote;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_118-B_AERO-118-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_118-B_AERO-118-B.mp3,Frontera Collection; canción,348
El Ciego Melquiades - Muchacha En Una Tienda - Aero 119-A,Title: Muchacha En Una Tienda ;Artist: El Ciego Melquiades ;Accompaniment: Y Su Violin ;Record Label: Aero ;Matrix Number: AERO-119-A ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/muchacha-en-una-tienda;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_119-A_AERO-119-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_119-A_AERO-119-A.mp3,Frontera Collection; polka,349
El Ciego Melquiades - Manuelita - Aero 119-B,Title: Manuelita ;Artist: El Ciego Melquiades ;Accompaniment: Y Su Violin ;Record Label: Aero ;Matrix Number: AERO-119-B ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/manuelita;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_119-B_AERO-119-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_119-B_AERO-119-B.mp3,Frontera Collection; polka,350
Hermanos Atkinson - De Ser Tu Dueño - Aero 120-A,"Title: De Ser Tu Dueño ;Artist: Hermanos Atkinson ;Accompaniment: con Accordeon, Bajo Sexto, y Contrabajo ;Record Label: Aero ;Matrix Number: AERO-120-A ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/de-ser-tu-due%C3%B1o;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\Aerjpg\Aer_120-A_AERO-120-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_120-A_AERO-120-A.mp3,Frontera Collection; canción,351
Hermanos Atkinson - Por Primera Vez - Aero 120-B,"Title: Por Primera Vez ;Artist: Hermanos Atkinson ;Accompaniment: con Accordeon, Bajo Sexto, y Contrabajo ;Record Label: Aero ;Matrix Number: AERO-120-B ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/por-primera-vez;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\Aerjpg\Aer_120-B_AERO-120-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_120-B_AERO-120-B.mp3,Frontera Collection; canción,352
Oscar Y David - Soy Arriero - Aero 121-A,"Title: Soy Arriero ;Artist: Oscar Y David ;Accompaniment: con Accordeon, Bajo Sexto, y Contrabajo ;Record Label: Aero ;Matrix Number: AERO-121-A ;Recording Format: 78 ;Notes: Loud surface noise due to wear. ; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/soy-arriero;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\Aerjpg\Aer_121-A_AERO-121-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_121-A_AERO-121-A.mp3,Frontera Collection,353
"Oscar Y David - Lupe, Lupe - Aero 121-B","Title: Lupe, Lupe ;Artist: Oscar Y David ;Accompaniment: con Accordeon, Bajo Sexto, y Contrabajo ;Record Label: Aero ;Matrix Number: AERO-121-B ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/lupe-lupe;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\Aerjpg\Aer_121-B_AERO-121-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_121-B_AERO-121-B.mp3,Frontera Collection; canción,354
Los Conquistadores - Agustin Jaime - Aero 122-A ,"Title: Agustin Jaime ;Artist: Los Conquistadores ;Accompaniment: Con Su Conjunto ;Record Label: Aero ;Matrix Number: AERO-122-A ;Recording Format: 78 ;Notes: This corrido takes place in November, 1933 and is about the death of Agustin Jaime.  He was killed in a cantina because he loved a woman named Maria Garcia.   ; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/agustin-jaime;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\Aerjpg\Aer_122-A_AERO-122-A.jpg,frontera/Photo_ARCHIVE_JPG/AFIA65.jpg,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_122-A_AERO-122-A.mp3,Frontera Collection; corrido,355
Los Conquistadores - Pobre Mujer - Aero 122-B,Title: Pobre Mujer ;Artist: Los Conquistadores ;Accompaniment: Con Su Conjunto ;Record Label: Aero ;Matrix Number: AERO-122-B ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/pobre-mujer;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_122-B_AERO-122-B.jpg,frontera/Photo_ARCHIVE_JPG/AFIA65.jpg,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_122-B_AERO-122-B.mp3,Frontera Collection; canción,356
Arnulfo Alanis - Los Adobes - Aero 123-A,"Title: Los Adobes ;Artist: Arnulfo Alanis ;Accompaniment: Salvador Garcia, Clarinetes - Cecilio Elizondo, Tambora ;Record Label: Aero ;Matrix Number: AERO-123-A ;Recording Format: 78 ;Notes: Loud surface noise due to wear.  78 has large crack that causes loud clicks throughout the transfer. ; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/los-adobes;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\Aerjpg\Aer_123-A_AERO-123-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_123-A_AERO-123-A.mp3,Frontera Collection; polka,357
Arnulfo Alanis - La Comadre - Aero 123-B,"Title: La Comadre ;Artist: Arnulfo Alanis ;Accompaniment: Salvador Garcia, Clarinetes - Cecilio Elizondo, Tambora ;Record Label: Aero ;Matrix Number: AERO-123-B ;Recording Format: 78 ;Notes: 78 has large crack that causes loud clicks throughout the transfer. ; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/la-comadre;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\Aerjpg\Aer_123-B_AERO-123-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_123-B_AERO-123-B.mp3,Frontera Collection; polka,358
Jesús Favella y Pete Rodríguez - Porque Sera - Aero 124-A,Title: Porque Sera ;Artist: Jesús Favella y Pete Rodríguez ; Record Label: Aero ;Matrix Number: AERO-124-A ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/porque-sera;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_124-A_AERO-124-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_124-A_AERO-124-A.mp3,Frontera Collection; canción,359
Jesús Favella y Pete Rodríguez - El Tacuachito - Aero 124-B,Title: El Tacuachito ;Artist: Jesús Favella y Pete Rodríguez ; Record Label: Aero ;Matrix Number: AERO-124-B ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/el-tacuachito;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_124-B_AERO-124-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_124-B_AERO-124-B.mp3,Frontera Collection; canción,360
Los Conquistadores - Viernes Santo - Aero 126-A,Title: Viernes Santo ;Artist: Los Conquistadores ;Accompaniment: Con Su Conjunto ;Record Label: Aero ;Matrix Number: AERO-126-A ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/viernes-santo;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_126-A_AERO-126-A.jpg,frontera/Photo_ARCHIVE_JPG/AFIA65.jpg,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_126-A_AERO-126-A.mp3,Frontera Collection; corrido,361
Los Conquistadores - El Barretero - Aero 126-B,Title: El Barretero ;Artist: Los Conquistadores ;Accompaniment: Con Su Conjunto ;Record Label: Aero ;Matrix Number: AERO-126-B ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/el-barretero;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_126-B_AERO-126-B.jpg,frontera/Photo_ARCHIVE_JPG/AFIA65.jpg,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_126-B_AERO-126-B.mp3,Frontera Collection; canción corrido,362
Los Conquistadores - Un Capricho - Aero 127-A,Title: Un Capricho ;Artist: Los Conquistadores ;Accompaniment: Con Su Conjunto ;Record Label: Aero ;Matrix Number: AERO-127-A ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/un-capricho;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_127-A_AERO-127-A.jpg,frontera/Photo_ARCHIVE_JPG/AFIA65.jpg,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_127-A_AERO-127-A.mp3,Frontera Collection; canción,363
Los Conquistadores - Ponle Jorge - Aero 127-B,Title: Ponle Jorge ;Artist: Los Conquistadores ;Accompaniment: Con Su Conjunto ;Record Label: Aero ;Matrix Number: AERO-127-B ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/ponle-jorge;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_127-B_AERO-127-B.jpg,frontera/Photo_ARCHIVE_JPG/AFIA65.jpg,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_127-B_AERO-127-B.mp3,Frontera Collection; shotis,364
