Video Title,Notes,Image 1,Image 2,Image 3,image 4,Credit Image,MP3,Youtube tags,Data record number
Nilo Menendez - Baju Fiesta - 4 Star 1049,Title: Baju Fiesta ;Artist: Nilo Menendez ;Accompaniment: And His Latin Americans ;Record Label: 4 Star ;Matrix Number: V-230-ME ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/baju-fiesta;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\4Stjpg\4St_1049_V-230-ME.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\4Stmp3\4St_1049_V-230-ME.mp3,Frontera Collection; instrumental,41
Nilo Menendez - Rhumba Rhapsody - 4 Star 1050,Title: Rhumba Rhapsody ;Artist: Nilo Menendez ;Accompaniment: And His Latin Americans ;Record Label: 4 Star ;Matrix Number: V-229-ME ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/rhumba-rhapsody;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\4Stjpg\4St_1050_V-229-ME.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\4Stmp3\4St_1050_V-229-ME.mp3,Frontera Collection; instrumental,42
Nilo Menendez - O Tic-Tac Do Meu - 4 Star 1050,Title: O Tic-Tac Do Meu ;Artist: Nilo Menendez ;Accompaniment: And His Latin Americans ;Record Label: 4 Star ;Matrix Number: V-231-ME ;Recording Format: 78 ;Notes: (Tick-tock of my Heart) ; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/o-tic-tac-do-meu;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\4Stjpg\4St_1050_V-231-ME.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\4Stmp3\4St_1050_V-231-ME.mp3,Frontera Collection; instrumental,43
Guadalajara Trio - Buscandote - 4 Star 1055,Title: Buscandote ;Artist: Guadalajara Trio ;Accompaniment: with Nestor Amaral and Miguelito Alejandro ;Record Label: 4 Star ;Matrix Number: V-254-ME ;Recording Format: 78 ;Notes: from the film: “Masquerade in Mexico”.  (Looking for You).; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/buscandote;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\4Stjpg\4St_1055_V-254-ME.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\4Stmp3\4St_1055_V-254-ME.mp3,Frontera Collection,44
Guadalajara Trio - Traigo Mi 45 - 4 Star 1055,Title: Traigo Mi 45 ;Artist: Guadalajara Trio ;Accompaniment: with Nestor Amaral and Miguelito Alejandro ;Record Label: 4 Star ;Matrix Number: V-259-ME ;Recording Format: 78 ;Notes: (My “45”); ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/traigo-mi-45;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\4Stjpg\4St_1055_V-259-ME.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\4Stmp3\4St_1055_V-259-ME.mp3,Frontera Collection; corrido,45
Guadalajara Trio - Palabras De Mujer - 4 Star 1056,"Title: Palabras De Mujer ;Artist: Guadalajara Trio ;Accompaniment: Guitars - Nestor Amaral, Miguelito Alejandro ;Record Label: 4 Star ;Matrix Number: V-258-ME ;Recording Format: 78 ;Notes: (Words of a Woman).  .; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/palabras-de-mujer;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\4Stjpg\4St_1056_V-258-ME.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\4Stmp3\4St_1056_V-258-ME.mp3,Frontera Collection; canción,46
Guadalajara Trio - Atotonilco - 4 Star 1056,"Title: Atotonilco ;Artist: Guadalajara Trio ;Accompaniment: Guitars - Nestor Amaral, Miguelito Alejandro ;Record Label: 4 Star ;Matrix Number: V-260-ME ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/atotonilco;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\4Stjpg\4St_1056_V-260-ME.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\4Stmp3\4St_1056_V-260-ME.mp3,Frontera Collection; corrido,47
Rodolfo y Panchita - Mi Terruño - 4 Star 1127,Title: Mi Terruño ;Artist: Rodolfo y Panchita ;Accompaniment: Con El Mariachi Acuña ;Record Label: 4 Star ;Matrix Number: 340AS ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/mi-terru%C3%B1o;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\4Stjpg\4St_1127_340AS.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\4Stmp3\4St_1127_340AS.mp3,Frontera Collection; corrido,48
Rodolfo y Panchita - Serenata Tapatia - 4 Star 1127,Title: Serenata Tapatia ;Artist: Rodolfo y Panchita ;Accompaniment: Con El Mariachi Acuña ;Record Label: 4 Star ;Matrix Number: 341AS ;Recording Format: 78 ;Notes: The bass in this song is overmodulated. ; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/serenata-tapatia;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\4Stjpg\4St_1127_341AS.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\4Stmp3\4St_1127_341AS.mp3,Frontera Collection; canción ranchera,49
Rodolfo y Panchita - Ahora Que No Eres Mia - 4 Star 1128,Title: Ahora Que No Eres Mia ;Artist: Rodolfo y Panchita ;Accompaniment: Con El Mariachi Acuña ;Record Label: 4 Star ;Matrix Number: 342AS ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/ahora-que-no-eres-mia;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\4Stjpg\4St_1128_342AS.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\4Stmp3\4St_1128_342AS.mp3,Frontera Collection; canción fox,50
Rodolfo y Panchita - Yo Quisiera - 4 Star 1128,Title: Yo Quisiera ;Artist: Rodolfo y Panchita ;Accompaniment: Con El Mariachi Acuña ;Record Label: 4 Star ;Matrix Number: 343AS ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/yo-quisiera;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\4Stjpg\4St_1128_343AS.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\4Stmp3\4St_1128_343AS.mp3,Frontera Collection; corrido,51
Torreon y Dora - Con Botellas - 4 Star 1173,Title: Con Botellas ;Artist: Torreon y Dora ;Accompaniment: Con Guitarras ;Record Label: 4 Star ;Matrix Number: 1563 ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/con-botellas;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\4Stjpg\4St_1173_1563.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\4Stmp3\4St_1173_1563.mp3,Frontera Collection,52
Torreon y Dora - Las Rabonas - 4 Star 1173,Title: Las Rabonas ;Artist: Torreon y Dora ;Accompaniment: Con Guitarras ;Record Label: 4 Star ;Matrix Number: 1564 ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/las-rabonas;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\4Stjpg\4St_1173_1564.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\4Stmp3\4St_1173_1564.mp3,Frontera Collection,53
Torreon y Dora - Madre Querida - 4 Star 1179,Title: Madre Querida ;Artist: Torreon y Dora ;Accompaniment: Con Guitarras ;Record Label: 4 Star ;Matrix Number: 1579 ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/madre-querida;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\4Stjpg\4St_1179_1579.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\4Stmp3\4St_1179_1579.mp3,Frontera Collection; canción ranchera,54
"Torreon y Dora - Ya Volvi, Mi Amor - 4 Star 1179","Title: Ya Volvi, Mi Amor ;Artist: Torreon y Dora ;Accompaniment: Con Guitarras ;Record Label: 4 Star ;Matrix Number: 1580 ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/ya-volvi-mi-amor;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\4Stjpg\4St_1179_1580.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\4Stmp3\4St_1179_1580.mp3,Frontera Collection; vals ranchera,55
Torreon y Dora - Por La Nada - 4 Star 1180,Title: Por La Nada ;Artist: Torreon y Dora ;Accompaniment: Con Guitarras ;Record Label: 4 Star ;Matrix Number: 1581 ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/por-la-nada;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\4Stjpg\4St_1180_1581.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\4Stmp3\4St_1180_1581.mp3,Frontera Collection; corrido ranchera,56
Torreon y Dora - Chaparrita Traicionera - 4 Star 1180,Title: Chaparrita Traicionera ;Artist: Torreon y Dora ;Accompaniment: Con Guitarras ;Record Label: 4 Star ;Matrix Number: 1582 ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/chaparrita-traicionera;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\4Stjpg\4St_1180_1582.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\4Stmp3\4St_1180_1582.mp3,Frontera Collection; corrido ranchera,57
Los Tres Caballeros - La Chiquita - 4 Star 1200,"Title: La Chiquita ;Artist: Los Tres Caballeros ; Record Label: 4 Star ;Matrix Number: 1612 ;Recording Format: 78 ;Notes: Leandro Guerrero - Accordion, Ernesto Barrett -Guitarra, Ricardo Tamez - Contrabajo.; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/la-chiquita;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\4Stjpg\4St_1200_1612.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\4Stmp3\4St_1200_1612.mp3,Frontera Collection; polka,58
Los Tres Caballeros - Ausencia - 4 Star 1200,"Title: Ausencia ;Artist: Los Tres Caballeros ; Record Label: 4 Star ;Matrix Number: 1613 ;Recording Format: 78 ;Notes: Leandro Guerrero - Accordion, Ernesto Barrett -Guitarra, Ricardo Tamez - Contrabajo.; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/ausencia;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\4Stjpg\4St_1200_1613.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\4Stmp3\4St_1200_1613.mp3,Frontera Collection; vals,59
Los Tres Caballeros - Marchita - 4 Star 1201,"Title: Marchita ;Artist: Los Tres Caballeros ; Record Label: 4 Star ;Matrix Number: 1614 ;Recording Format: 78 ;Notes: Additions 3/7.  Leandro Guerreo - Accordion, Ernesto Barrett - Guitarra, Ricardo Tamez - Contrabajo.  78 has Huge hairline crack that causes loud clicks throughout the transfer.; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/marchita;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\4Stjpg\4St_1201_1614.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\4Stmp3\4St_1201_1614.mp3,Frontera Collection,60
Los Tres Caballeros - Adriana - 4 Star 1201,"Title: Adriana ;Artist: Los Tres Caballeros ; Record Label: 4 Star ;Matrix Number: 1615 ;Recording Format: 78 ;Notes: Additions 3/7.  Leandro Guerreo - Accordion, Ernesto Barrett - Guitarra, Ricardo Tamez - Contrabajo.  78 has Huge hairline crack that causes loud clicks throughout the transfer.  Towards the end the stylus skips as well. ; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/adriana;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\4Stjpg\4St_1201_1615.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\4Stmp3\4St_1201_1615.mp3,Frontera Collection,61
Emilia Navarrete - El Obrero - Part 1 - A. Martin & Co. RR1437,Title: El Obrero - Part 1 ;Artist: Emilia Navarrete ;Accompaniment: Trio Iberico ;Record Label: A. Martin & Co. ;Matrix Number: RR-1437 ;Recording Format: 78 ;Notes: The singer has an unusual singing style that makes it difficult to understand the lyrics. ; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/el-obrero-part-1;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\AMajpg\AMa_RR1437_RR-1437.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\AMamp3\AMa_RR1437_RR-1437.mp3,Frontera Collection; valse corrido,72
Emilia Navarrete - El Obrero - Part 2 - A. Martin & Co. RR1438,Title: El Obrero - Part 2 ;Artist: Emilia Navarrete ;Accompaniment: Trio Iberico ;Record Label: A. Martin & Co. ;Matrix Number: RR-1438 ;Recording Format: 78 ;Notes: The singer has an unusual singing style that makes it difficult to understand the lyrics. ; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/el-obrero-part-2;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\AMajpg\AMa_RR1438_RR-1438.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\AMamp3\AMa_RR1438_RR-1438.mp3,Frontera Collection; valse corrido,73
Alonzo Y Sus Rancheros - Mi Juanita - Aca #1 None,"Title: Mi Juanita ;Artist: Alonzo Y Sus Rancheros ;Accompaniment: Y Sus Rancheros ;Record Label: Aca ;Matrix Number: None ;Recording Format: 78 ;Notes: This is a studio acetate that never was never released therefore it has no Record Label, Catalog number and Matrix number.  #’s assigned to each acetate are given for database cataloging purposes. ; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/mi-juanita;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\ACAjpg\ACA_#1None_None.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\ACAmp3\ACA_#1None_None.mp3,Frontera Collection,155
Alonzo Y Sus Rancheros - Mi Tejanita - Aca #2 None,"Title: Mi Tejanita ;Artist: Alonzo Y Sus Rancheros ;Accompaniment: Y Sus Rancheros ;Record Label: Aca ;Matrix Number: None ;Recording Format: 78 ;Notes: This is a studio acetate that never was never released therefore it has no Record Label, Catalog number and Matrix number.  #’s assigned to each acetate are given for database cataloging purposes. ; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/mi-tejanita;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\ACAjpg\ACA_#2None_None.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\ACAmp3\ACA_#2None_None.mp3,Frontera Collection,156
Alonzo Y Sus Rancheros - Oigan Un Vals - Aca #3 None,"Title: Oigan Un Vals ;Artist: Alonzo Y Sus Rancheros ;Accompaniment: Y Sus Rancheros ;Record Label: Aca ;Matrix Number: None ;Recording Format: 78 ;Notes: This is a studio acetate that never was never released therefore it has no Record Label, Catalog number and Matrix number.  #’s assigned to each acetate are given for database cataloging purposes. ; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/oigan-un-vals;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\ACAjpg\ACA_#3None_None.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\ACAmp3\ACA_#3None_None.mp3,Frontera Collection,157
Alonzo Y Sus Rancheros - Alma De Acero - Aca #4 None,"Title: Alma De Acero ;Artist: Alonzo Y Sus Rancheros ;Accompaniment: Y Sus Rancheros ;Record Label: Aca ;Matrix Number: None ;Recording Format: 78 ;Notes: This is a studio acetate that never was never released therefore it has no Record Label, Catalog number and Matrix number.  #’s assigned to each acetate are given for database cataloging purposes. ; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/alma-de-acero;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\ACAjpg\ACA_#4None_None.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\ACAmp3\ACA_#4None_None.mp3,Frontera Collection,158
"Conjunto Topo Chico - Pedro, Tomas Y Jose - ACME Records AC-001-A","Title: Pedro, Tomas Y Jose ;Artist: Conjunto Topo Chico ;Accompaniment: Acordeón, Bajo Sexto Y Contrabajo ;Record Label: ACME Records ;Matrix Number: AC-001-A ;Recording Format: 78 ;Notes: Matrix number in shelac reads: AC-001-A.  This corrido takes place at around 5pm and is about 2 rivals named Tomas and Pedro.  Pedro pulled out a gun and killed Tomas, a friend went to Tomas’ house to tell his father what had happened.  The father Jose,  went to take revenge.  The Jose ended up shooting Pedro.  When the authorities came, Jose the father willingly went to jail because he took revenge for killing his sons murderer. ; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/pedro-tomas-y-jose;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\ACMjpg\ACM_AC-001-A_AC-001-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\ACMmp3\ACM_AC-001-A_AC-001-A.mp3,Frontera Collection; tragedia,229
Conjunto Topo Chico - El Polio - ACME Records AC-001-B,"Title: El Polio ;Artist: Conjunto Topo Chico ;Accompaniment: Acordeón, Bajo Sexto Y Contrabajo ;Record Label: ACME Records ;Matrix Number: AC-001-B ;Recording Format: 78 ;Notes: Matrix number in shelac reads: AC-001-B; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/el-polio;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\ACMjpg\ACM_AC-001-B_AC-001-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\ACMmp3\ACM_AC-001-B_AC-001-B.mp3,Frontera Collection; porro,230
"Conjunto Topo Chico - Mi Bien, Yo Te Perdono - ACME Records AC-002-A","Title: Mi Bien, Yo Te Perdono ;Artist: Conjunto Topo Chico ;Accompaniment: Acordeón, Bajo Sexto Y Contrabajo ;Record Label: ACME Records ;Matrix Number: AC-002-A ;Recording Format: 78 ;Notes: Matrix number in shelac reads: AC-002-A; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/mi-bien-yo-te-perdono;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\ACMjpg\ACM_AC-002-A_AC-002-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\ACMmp3\ACM_AC-002-A_AC-002-A.mp3,Frontera Collection; canción,231
Conjunto Topo Chico - Sentenciado A Muerte - ACME Records AC-002-B,"Title: Sentenciado A Muerte ;Artist: Conjunto Topo Chico ;Accompaniment: Acordeón, Bajo Sexto Y Contrabajo ;Record Label: ACME Records ;Matrix Number: AC-002-B ;Recording Format: 78 ;Notes: Matrix number in shelac reads: AC-002-B.  This is a farewell from a man who is going to prison.  He killed a man for trying to steal his woman, who eventually left him.  It mentions he will be put to death by “La Silla”, or the electric chair. ; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/sentenciado-muerte;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\ACMjpg\ACM_AC-002-B_AC-002-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\ACMmp3\ACM_AC-002-B_AC-002-B.mp3,Frontera Collection; canción,232
Conjunto Topo Chico - Higinio Adame - ACME Records AC-003-A,"Title: Higinio Adame ;Artist: Conjunto Topo Chico ;Accompaniment: Acordeón, Bajo Sexto Y Contrabajo ;Record Label: ACME Records ;Matrix Number: AC-003-A ;Recording Format: 78 ;Notes: Matrix number in shelac reads: AC-003-A.  This corrido takes place on a Friday in 1951.  Higinio Adame was drinking at the Cantina Hernandez looking to have a good time.  Higinio ask the waitress for a beer, the waitress replied yes but you have to go to a different table.  Guicho started heckling Higinio until Higinio could not take it any more and began to fight with Guicho, during the fight Guicho got stabbed.  Higinio ended up getting forty years in in prison for this crime.  ; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/higinio-adame;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\ACMjpg\ACM_AC-003-A_AC-003-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\ACMmp3\ACM_AC-003-A_AC-003-A.mp3,Frontera Collection; tragedia,233
Conjunto Topo Chico - Al Pie De Un Arbol - ACME Records AC-003-B,"Title: Al Pie De Un Arbol ;Artist: Conjunto Topo Chico ;Accompaniment: Acordeón, Bajo Sexto Y Contrabajo ;Record Label: ACME Records ;Matrix Number: AC-003-B ;Recording Format: 78 ;Notes: Matrix number in shelac reads: AC-003-B.; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/al-pie-de-un-arbol;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\ACMjpg\ACM_AC-003-B_AC-003-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\ACMmp3\ACM_AC-003-B_AC-003-B.mp3,Frontera Collection; canción,234
Conjunto Topo Chico - Dos Vidas En Un Corazon - ACME Records AC-004-A,"Title: Dos Vidas En Un Corazon ;Artist: Conjunto Topo Chico ;Accompaniment: Acordeón, Bajo Sexto Y Contrabajo ;Record Label: ACME Records ;Matrix Number: AC-004-A ;Recording Format: 78 ;Notes: Matrix number in shelac reads: AC-004-A.; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/dos-vidas-en-un-corazon;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\ACMjpg\ACM_AC-004-A_AC-004-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\ACMmp3\ACM_AC-004-A_AC-004-A.mp3,Frontera Collection; canción,235
Conjunto Topo Chico - El Que Se Fue - ACME Records AC-004-B,"Title: El Que Se Fue ;Artist: Conjunto Topo Chico ;Accompaniment: Acordeón, Bajo Sexto Y Contrabajo ;Record Label: ACME Records ;Matrix Number: AC-004-B ;Recording Format: 78 ;Notes: Matrix number in shelac reads: AC-004-B.; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/el-que-se-fue;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\ACMjpg\ACM_AC-004-B_AC-004-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\ACMmp3\ACM_AC-004-B_AC-004-B.mp3,Frontera Collection; canción,236
